评论日期,评论者昵称,性别,所在城市,猫眼等级,评分,评论内容
2018-10-4,筱筱幂,0,郑州,2,4,挺好看的  剧情很紧凑
2018-10-4,Chensq5181,0,广州,2,3.5,7.5分，吴磊让我出戏，扣0.5分，剧情逻辑至少说得通，主线以外的前因后果违和了。第一，为了创造影而出现的原因牵强。第二，杨苍父子反而成为反派中的正派，反向塑造？最后，开放式结局？还是强行开放式结局。水墨，竹子，古琴，刀剑，伞，太极等，中国文化输出，但是08年奥运会也是这样，十年之后，张艺谋还是那个张艺谋，只是“还是”而已，六十多岁也足够了，不求能有进步，能带给国际的中国影响，也比冯导强。
2018-10-4,Jasyon,0,新安,4,4,明显的有春秋战国刺杀弑君与三国关羽戏份
2018-10-4,。。。,1,宜春,3,5,全是心机boy
2018-10-4,小草,2,天津,2,4.5,画面好美，看到邓超的演技！
2018-10-4,ytchinajmc,0,沈阳,2,3,场面倒是可圈可点，内容也可以就是有点简单了，但是太血腥了不适合年轻人看
2018-10-4,丿丨賞金莳代灬乄,1,新民,2,5,我感觉这个电影，几年以后又是一部经典
2018-10-4,蒋小禧,2,无锡,2,5,嗯，不错吧。
2018-10-4,gLs973784311,0,钦州,2,3.5,山水画比较有特色，但剧情一般般
2018-10-4,BMc585124826,0,广州,3,3.5,中国文化元素很多：画面、场景是水墨山水画，太极以柔克刚、阴阳平衡，古筝、书法，故事一般，君臣舞权弄谋，尔虞我诈，真真假假，虚虚实实，刀光剑影，像三国一样。
2018-10-4,sQD956122481,0,张家港,2,3.5,"其他的我是不知道，但是票房肯定高不了！
10亿难！破！！！
十亿，破！"
2018-10-4,凌丶夜轩,1,南昌,3,4,水墨画的风格很喜欢
2018-10-4,wHy806243583,1,桂林,2,1.5,服装设计得很好，水墨画的画风但是剧情嗯.....看了这么多部电影第一部让我睡着还不觉得浪费钱的电影
2018-10-4,LYL,1,广州,2,5,实在不懂为什么豆瓣那么多高亮喷，就我这个路人而言，《影》这部电影中国风色彩极为浓厚，配乐颇具武侠之风。而最具亮点的是，剧情跌宕起伏（也许我看电影太少，豆瓣竟然那么人说剧情俗套空洞），智商全程在线，除了主角各种受伤没事外，平心而论，我觉得这部电影算是这几年我看的最佳电影之一了~~
2018-10-4,ckA955376149,0,诸暨,2,4,整体还可以，结尾有点草率了，不理解。超哥的演技是真好！娘娘表现的中规中矩吧。
2018-10-4,ljzyhgj,0,建湖,1,4,画面很好，故事老套。
2018-10-4,M.E323,1,绍兴,2,4,哇，张艺谋的片子，真的是，怎么说啊。想做到那种古装的调调但是有差了一分。张导就是张导，在抹脖子以后飙血还给配音。出了电影院就记得脖子冒血的声音，真的是服了。
2018-10-4,蜕变,1,成都,2,3.5,最后太仓促了
2018-10-4,VQd968933756,0,重庆,3,3.5,画面还行，意境不深。
2018-10-4,骑驴找马追骆驼,1,蛟河,2,5,很好，值得一看
2018-10-4,lztl731125,0,兰州,4,5,好看，声色俱厉的
2018-10-4,秋水凌心,0,东莞,3,3,场面太血腥，不适合带孩子看，场景就一个地方，一个影片都是下雨天，黑白色😂😂😂看不懂！
2018-10-4,uhi766399482,0,邯郸,2,4,质量是真的没的说，画面以及配乐都特讲究，画面很有质感，演员们演技无可挑剔，唯一让我觉得不足的就是有点过于血腥了，很多地方都是挡着眼睛看的
2018-10-4,午夜残星,0,曲靖,2,0.5,"1分，张艺谋也就这点套路，也就这点水平了。
丢人的玩意。
短话长说，欣赏不来。"
2018-10-4,明志,1,上海,3,3.5,谈不上差，就是感觉少啦些什么。明显感觉得到导演想说什么，主题、形式做的都够啦，就是故事的层次不能把要说的东西推上去。有种要升华啦，却完了的感觉
2018-10-4,V戴维斯V,0,南宁,2,3.5,还可以，值得一看
2018-10-4,喻笙小王妃,2,杭州,3,4,影片最大的亮点，就是全程水墨黑白的色调，连衣服，群山都遵循此特色，无疑是特别出彩的。孙俪和邓超的演技确实不错，但本人喜欢吴磊和关晓彤的杨平和青萍cp，挺出众，尽管结局不令人尽意。
2018-10-4,wSS194979967,0,深圳,4,4,看着费劲啊意外
2018-10-4,月半,1,日照,4,5,我看这种类型的电影 有点浪费
2018-10-4,此间多久,2,泸州,2,3.5,刚开始没看懂，后面觉得挺有味道的
2018-10-4,沙漠中的仙人掌,2,佛山,3,5,不错，不错，不错
2018-10-4,Alan@CRTD,1,广州,5,2.5,不惊喜不惊艳。摄影效果不错，故事比较直白，一般。
2018-10-4,chuanglong18,0,东莞,1,4,还行，可以打发时间看看
2018-10-4,清香雪儿,2,百色,2,5,光与暗不一定是我们眼睛看到的那样
2018-10-4,crazy玟,0,福清,2,5,我觉得是国庆档电影最值得在影院看的，很棒
2018-10-4,博洋,1,杭州,3,5,真的很好看 用心的大导演没让我失望
2018-10-4,LWF879062527,2,淄博,4,5,喜欢这样的水墨画风
2018-10-4,纠结的Vincent,0,宁波,1,3.5,给个及格分数，演员演技的话，孙俪强于男角，男配角略强于男主角，邓超其实可以演的更好，但是美术设计真的没得黑。场景很棒了。
2018-10-4,Rbw510795647,0,廊坊,2,3.5,有点太血腥了
2018-10-4,方圆,0,广州,2,5,不愧是张大导演的戏，让人觉得人生一些问题需要谨慎处理的。
2018-10-4,GAm81358968,0,张家港,3,5,很好看，权谋类电影，很有视觉享受，棒
2018-10-4,EUT593745027,0,南京,4,5,很张艺谋的电影
2018-10-4,lkp485626207,0,武汉,3,4.5,老谋子还是讲不好故事，但是镜头确实有美感
2018-10-4,北12138,0,岳阳,2,4,整体感觉还行
2018-10-4,天秤座的海角,1,瑞安,3,3.5,《影》最大的魅力在于形式与内容上的巨大反差，静水深流、飘逸素朴的美学外壳，与爆裂残酷、岩浆崩泻般的情感内核，构成了极其矛盾，又极其醒目的对撞，从中挤压出更为汹涌的力量，看似“不争”，实则“莫能与之争”。
2018-10-4,xxv505476946,0,长治,3,0.5,我被服务员叫醒的时候，影片结束都三十分钟了。
2018-10-4,琪琪,2,杭州,4,3.5,感受到的就是水墨丹青的色彩
2018-10-4,新绿细雨,1,义乌,4,4,画风如影，行则如印，连贯而成，磅礴大气
2018-10-4,apshbb,1,洪湖,4,5,文艺片，剧情稍简单，但能对比实力派和偶像派的演技！
2018-10-4,屹山乞,0,新乡,2,5,整个人都压抑了，，
2018-10-4,SES857213874,0,上海,3,5,不知道说啥？
2018-10-4,Levitatezx,2,白城,2,5,⭐⭐⭐⭐⭐棒！
2018-10-4,女爰,0,秦皇岛,1,5,耳朵浸润在古琴中，眼睛是一片水墨写意。这是假日电影最好的状态。
2018-10-4,ddrcm,1,上海,4,4.5,有点血腥，演员演的很不错！
2018-10-4,我们阿.Eason,0,武汉,3,0.5,看这个电影我都觉得浪费时间…可能是我思想高度没达到吧
2018-10-4,akU356464553,0,宜昌,2,4,水墨盛宴，权谋大略
2018-10-4,13561044545,1,东营,3,4.5,挺不错的！有内涵！！！
2018-10-4,小Li,2,东莞,2,5,完美！！！！
2018-10-4,zMf887970200,0,长兴,2,1.5,对不起 这电影刷新了我的差评榜
2018-10-4,脑残丰,1,乐清,4,4.5,"原谅我心理承受能力比较弱
最后实在是太吓人了
（感觉邓超能获金马影帝"
2018-10-4,李老凯,0,贵阳,3,4.5,画面太美色彩搭配大师级
2018-10-4,BTm585278077,0,上海,2,3,电影太过于普通，没有什么刺激性和笑点
2018-10-4,阿黄,2,苏州,5,4,演技很好，情节比较单一。看演技看得比较过瘾
2018-10-4,kYj43561590,0,武汉,3,3.5,影整部电影都很空，只有画面和形式美，但是还是好看，很自嘲，张导拍电影追求形式美太久了，终于有一部形式美到空虚的电影了，了不起，挺美的，也挺好的，能讲好一个故事同时表达一些东西出来，真的不错了
2018-10-4,小娟子0.0123,0,莱芜,2,5,很好~非常不错
2018-10-4,mcG761727934,0,广州,2,2.5,给这五分都是给这些演员面子，简直就是坑我门票…
2018-10-4,小武275,1,赣榆,2,5,画面不错，但故事的情节感觉还是有点勉强
2018-10-4,TING骨头,2,济南,2,5,好看，老是把我惊一下，伤脑电影，意想不到的结局
2018-10-4,鹏鹏鹏博284,1,哈尔滨,2,5,很好的一部电影
2018-10-4,黯淡星小王子,2,深圳,4,4.5,完完全全超过预期，很不错，这才是张艺媒的风格。＂影＂纪录片也提前观景了，推荐给大家，同样不会令人失望
2018-10-4,夕夢若林,0,宜兴,3,5,还真有点意思
2018-10-4,大友小维,1,深圳,2,4.5,沛伞很有视觉效果但是也太不现实了吧
2018-10-4,波妞,0,平阳,2,5,喜欢画面的感觉，而且小艾首尾的惊恐相呼应让人不由得想多
2018-10-4,AMq869287774,0,湛江,2,0.5,剧情超烂，基本没有什么新异的，一个王练个殿前御蔚都没有，手下也没兵
2018-10-4,shengli680,0,北京,3,0.5,太难看了。这部电影真的一点吸引力都没有，一直都感觉是几个人在聊天，看着就犯困。
2018-10-4,吃饭不嚼直接咽,0,抚顺,3,4,中国水墨风的武侠
2018-10-4,池欧巴xzx,0,泗阳,3,4,可以的，，，
2018-10-4,在梁间。,0,西安,3,4,冲着邓超和孙俪来的当然还有郑恺，很不错啊，水墨风真的是超级好看，很美很美，郑恺演技进步，果然应了那句皇上都不是傻子的话，希望以后可以多些养眼的电影看，风景美呀。
2018-10-4,杨杨,0,常州,4,4.5,好看，棒棒哒
2018-10-4,DAk601420591,0,诸暨,2,5,邓超的两个角色演的有血有肉，权野争夺，战争厮杀，把那个时代的风采淋漓尽致地表现出来了，关晓彤演的也很棒，和吴磊的戏份最后一幕使我意想不到。结局连连反转，令人拍案叫绝
2018-10-4,Mask👺,0,四平,3,4.5,整部电影以水墨风格呈现 加上武术的阴柔感 给人一种很强的武侠气息 邓超一人分饰两角 自己是自己的影子 很棒
2018-10-4,Rri13666136006,1,成都,2,4,制作精良，音乐，编剧尤为突出。
2018-10-4,IBX138436668,0,成都,3,4.5,值得一看，配乐色彩都精彩
2018-10-4,QPq224560888,0,广州,3,5,老谋子的画面做的真不错
2018-10-4,VmZ149388963,0,重庆,3,5,水墨风很浓，好好看
2018-10-4,mko457286743,0,南昌,2,3,主要是冲着邓超孙俪去的，但是全程看的一脸懵逼，搞不清楚主要讲啥！！！
2018-10-4,L兰姑娘,2,东台,1,5,邓超孙俪是我一直喜欢的两个人，演技派演员不做作，给10分
2018-10-4,有梦就飞翔zz,0,大连,3,5,挺好看的 无论是场景还是故事 都可以
2018-10-4,D.高昂,0,徐州,2,5,很精彩，画面美。一种风格的开创者。
2018-10-4,BqC69887096,1,海宁,4,4,还可以吧，至少是花了心思的。
2018-10-4,Llz74942033,1,慈溪,2,4.5,黑白基调，是整个电影的最佳影片。
2018-10-4,~浩杰~,0,大连,3,0.5,烂片不推荐啊
2018-10-4,海绵宝宝_先生,1,郑州,1,2.5,好看是好看，但是太血腥了！！！！太血腥了！！！！
2018-10-4,yvg551598982,0,南昌,1,5,我女朋友看的很好，我觉得剧情什么的意料之中
2018-10-4,金大莱,1,长春,2,4,大手笔！影片背景和演员服装都是以黑白色，用粉墨为主，选景非常壮观，主题故事非常清晰，8分肯定值，张艺谋的电影值得看！
2018-10-4,OvD765875742,1,余姚,2,5,不错，很好看
2018-10-4,大白的梦,2,义乌,2,5,很惊讶，邓超演技真的好，郑凯很不错👍
2018-10-4,yangdaye111,1,武汉,3,4.5,还可以吧你在哪住你在哪
2018-10-4,Celine3713,2,闽侯县,1,2.5,孙俪比较漂亮！
2018-10-4,起名什么的最难过,0,沧州,3,4.5,超级超级高级！
2018-10-4,smile淳水,2,张家界,3,5,电影效果很赞，但有些场面太血腥，不适合小朋友观看
2018-10-4,蒋凯元,0,桂林,1,3,不好看，还没预告片好看
2018-10-4,谢家书屋,2,深圳,4,4.5,这才是一部好电影应该有的样子！推荐推荐！
2018-10-4,周书人666,0,南宁,4,4,总体不错 剧情平稳 出彩的当然是水墨风格
2018-10-4,4AM，GodvzzZ,0,义乌,3,5,挺好的，和女朋友一起看，她喜欢这类电影
2018-10-4,Nadieconsucanción,1,大连,2,5,看的有点懵圈。哈哈哈哈
2018-10-4,Aey528034738,0,滨州,4,4,好一幅水墨山水画
2018-10-4,NathanMen2010,0,威海,2,2.5,看完好压抑啊
2018-10-4,树3163,2,郑州,3,4.5,很好看，结局开放式，有悬念
2018-10-4,小天ae,0,长沙,2,5,张艺谋，太极端了，注定这不是一部大众电影，我冲着商业片去看的，没想到是文艺片，或者悬疑片，这应该是张艺谋最低成本制作出的一部电影了，虽然很美，但是看完并没什么带入与感受，纯娱乐而已
2018-10-4,WoD190381808,0,嘉祥,2,5,特别棒！！！
2018-10-4,FyO482812163,0,乌鲁木齐,3,5,很nice的电影，惊艳的中国风，值得一看
2018-10-4,qPa218452936,0,荆州,3,1,很期待的去看结果很失望，没看点
2018-10-4,hVX871111593,0,天津,3,0.5,烂片，一点意思没有
2018-10-4,冰封雨懿,1,成都,2,4,给人印象最深的就是画面整体效果，确实宛如水墨画一般，不愧是张艺谋的作品，邓超，孙俪演的也非常不错，其余的几位演员表现的也很好。
2018-10-4,许yi丶世繁华,1,抚顺,3,5,剧情各种反转，邓超孙俪演技炸裂，凯凯也很棒！结局留给观众自己一个想象空间！很不错！
2018-10-4,fscracken82,1,广州,4,3,昏昏欲睡不怎么好看
2018-10-4,PhR676375145,0,昆山,3,4,嗯，还挺好看的吧
2018-10-4,JasonLiu6666,0,广州,4,0.5,打斗太少，全是对话，演员也是没什么演技
2018-10-4,苏鑫,0,福鼎市,3,2.5,这种电影不好看
2018-10-4,筱冰月,1,长葛,5,5,看的很有意境 跌宕起伏层层叠扣
2018-10-4,sting石头,1,上海,2,4.5,老谋子用心做的电影都不会差，演员演技强，故事情节有点托后腿
2018-10-4,TwT777,2,北京,5,3,全墨风画面，剧情还行吧
2018-10-4,ACz372800499,0,郑州,1,4.5,场面宏大 场景很美 邓超娘娘赞赞 支持吴磊 关小彤 郑凯演技赞
2018-10-4,仓就,0,南昌,2,4.5,画面很美，剧情一般。色彩很好看
2018-10-4,纸鸢℡,0,哈尔滨,1,4.5,真的是套路深
2018-10-4,yy03111kk,1,成都,3,0.5,垃圾，不知所谓！
2018-10-4,天涯,0,昆明,4,4.5,怎么说呢，影片很棒，充满中国风元素
2018-10-4,過客,0,中山,2,4.5,我想知道最后小艾看到了什么
2018-10-4,吉祥,1,桂林,1,1.5,一边看一边想睡觉！
2018-10-4,就是爱看电影,2,长春,3,4.5,很不错的一部电影，服化道还有演技剧本都超级高级
2018-10-4,ZcG379065227,0,成都,2,4,开放式结局  比较让人有思考空间
2018-10-4,SEK668418441,2,福州,4,2.5,画面很好，演员演技都在线的一出闹剧，编剧请隐退吧，要不就说剪辑请辞职吧
2018-10-4,月夕山,1,海口,3,3,有一个场景，杨仓父子在校场练习，下着雨，而人物的衣着貌似确是干的。
2018-10-4,黑牛豆奶,1,晋中,3,4,还好吧，感觉唯一的败笔，用了关晓彤和吴磊，可能也是现在导演的悲哀吧，不用小鲜肉可能拉不起票房，听到身后的学生喊吴磊的名字我真不知道该怎么说，小鲜肉果真有演技吗？
2018-10-4,aTp758773953,2,宜昌,2,3.5,剧情一般，让人印象深刻估计就是邓超和浓重水墨风格了
2018-10-4,林先森E,0,蒙自市,2,4,一般般，结尾不喜欢
2018-10-4,TylerChen,1,福州,4,5,"虽然情感线与对白还是苍白了点，多以表情眼神变达。不过张谋子追求纯水墨风，值得敬佩，也为我们献上一部精彩惊艳的水墨古装戏。
每次古装戏，总有新的动作突破，这次的伞武器，符合逻辑，动作场面震撼！
从观众角度来说，全片观影体验感，一句话总结，略觉不足，劝意犹未尽。本来想打8分，看来中国水墨风，加敬佩2分。"
2018-10-4,🍅晶🍭,0,南宁,3,0.5,欣赏不来的艺术
2018-10-4,阿国酱,0,樟树,3,3,"预告片看老谋子一直在强调剧本深度剧本深度，强行为长城洗白的节奏。而看了片之后的确发现台词很精炼啊…也只是很精炼""什么是真的，你说什么是真的""是我记忆最深刻的一句话…但是导演你要讲的人性就用这么个弱情节来阐述真的很没智商了…我旁边的小孩都猜的到剧情的发展，但导演功力我的确没话说，如果影子的人物刻画的在深刻点就好了，比如他发现他妈被杀之后没有一个镜头煽煽情啥的，怎么能体现出影子的可悲和后面人性反转…再说里面唯一一个“正面”角色长公主，敢爱敢恨分的清真实为啥不多讲讲…前面的都为后面做铺垫了，可惜没多大震撼力的，因为还是那句话，弱情节升华不了主题，所有人的人性都谈了一边，浅浅而谈，泛泛而谈，没什么意思"
2018-10-4,A空压机配件一站式供应13720015497,2,北京,2,0.5,太垃圾，不知道怎么评分8.5的
2018-10-4,麽头脑.大脑袋,2,苏州,1,4,画面真的美 二刷再去体会一下
2018-10-4,踏雪吟湖,1,南京,2,4.5,我给九分，配乐和超哥的演技超棒！
2018-10-4,凡人,0,深圳,2,2.5,剧情老套，画面太
2018-10-4,传世乐章晴,0,上海,3,4,很喜欢水墨画风格，剧情虽有瑕疵，到整体故事还是比较完整，且结尾单独反转的高潮部分，意料之中却也给人惊艳。演员演技在线，超哥夫妇尤为值得表扬，郑凯也有进步。
2018-10-4,张小亮,0,北京,2,0.5,乏味的想睡觉
2018-10-4,王小巷,0,临沂,4,4,水墨中国，快意情仇
2018-10-4,《晨曦》,1,佳木斯,2,4,还是比较喜欢邓超大哥的无厘头喜剧性电影
2018-10-4,徐蓓颖,2,上海,3,3.5,还可以～水墨风格的颜色看得眼睛疼…还有希望给吴磊找个配音……
2018-10-4,伊人,0,胶州,1,4.5,"       我是谁?
——《影》解读，
   时机刚刚好，国庆小假第四日，各有安排，惟我无事，收拾完毕，直奔影院，很期待《影》的水墨画之风，泼墨写意，洇染山水，阴阳流转，相生相灭的道家哲思，结果大幕拉开，黑咕乱遭的画风，黑白灰因水相互洇染，浓淡互侵，只觉不干净的令人窒息和压抑，总之不舒服，不懂水墨画的层次感，不敢妄加指点，姑且屏息凝神，慢慢欣赏，看看年近古稀的老谋子到底带给我们怎样的视觉效果和思考？
 《影》讲述沛国大都督子虞，被敌国战将杨苍击败，负伤之后启用从小培养的替身境州，为他行走在朝堂和战场。作为“影子替身”存在的境州在贵族的权谋游戏中苦苦求生，为了活下去而经历种种困境"
2018-10-4,洛可可高端婚礼定制-小高,1,永州,5,5,画面，真的好，艺术感满满，剧情有点干。
2018-10-4,春春嘛,2,莱阳,2,5,画风很精美，可能最后没怎么看明白，但是剧情不错嗯
2018-10-4,路痴少女16,1,大连,2,4.5,"我觉得吧，有那么一丢丢的血腥暴力😂
超俪夫妻演技也是超厉害的！不愧是我的男神女神啊！还有吴磊虽然镜头不多，但是也能够我舔屏啊有木有，年少有为风度翩翩，哎呦～老阿姨春心萌动了噻！哈哈！
人物角色反转的很成功嘛，两个邓超抢一个孙俪，还有本来就是夫妻还要演夫妻，还有一小段*戏[捂脸]
总之看的很过瘾啦，虽然并不能让我入戏"
2018-10-4,吕晓颖34,2,深圳,2,0.5,真的是烂片，浪费钱
2018-10-4,666君临天下,2,广州,3,5,还可以，好看！
2018-10-4,包子     🐼,0,阳江,3,2.5,又恶心又恐怖的怕怕
2018-10-4,bBz731085807,1,青岛,4,5,水墨表现的超级棒，音乐也很美，剧情也还行
2018-10-4,诗情涛魅,2,武汉,3,5,画面和剧情都很好，演员演技也在线，道具用心，好看~
2018-10-4,我叫朱江,1,大连,2,4.5,"剧情反转，悬念丛生。
演员演技爆棚。"
2018-10-4,七公子小白,1,齐齐哈尔,4,5,享受一下水墨画的冲击
2018-10-4,沈宇,0,北京,2,5,超级好看！有《影子武士》的影子
2018-10-4,bZJ770740480,0,汕头,2,4,很好看，场景很美
2018-10-4,缘起蓝色的梦,1,上饶,3,4,国师还是国师啊，风景和配乐很赞
2018-10-4,一如往昔99,2,南阳,3,5,不愧是老谋子的电影，厉害厉害
2018-10-4,百吃不胖喵喵姑娘,2,新洲区,3,4,这八分给中国风的服装和色调还有音乐，以及邓超一人分饰两角却看不出来是同一个人的突破演技。郑凯嘛，让我看的有点跳戏，感觉他还是适合都市喜剧，个人认为换个成熟稳重型的演员会好很多。孙俪正常发挥。关晓彤的表现也去往常角色，没让人有意外之喜。
2018-10-4,陈,1,枣阳,1,5,不错。情节比较合理1，人性的那个度把握的很好，邓超人双角下了真功夫。
2018-10-4,拉裴埃罗,0,芜湖,2,4,水墨风很舒服
2018-10-4,fsj919263306,1,大邑,3,5,还是值得一看的
2018-10-4,oCO716524453,0,苏州,3,5,还没看，不知道好不好看
2018-10-4,A人间不值得,2,天台,2,4,还可以 啊啊啊啊啊啊啊
2018-10-4,府志超FF,1,苏州,3,4.5,非黑即白，阴阳转换，不是你死我忘。战争vs欲望，人性在那一刻被刻画的淋漓尽致。最后的场景爆发让一切都发生了变化，阴阳，生死，还有……，情节紧凑，比起张导前几部的色彩斑斓，这次是水墨画了 ，更多的还是人性的展现。准备下映了，网上多看几次。
2018-10-4,睿涌泉,1,成都,2,5,故事很震撼，视觉效果很棒，充满意境。邓超演技炸裂。
2018-10-4,mini486,1,临沂,2,4,不错，值得一看。
2018-10-4,cry86stal,0,昆山,3,5,挺不错的。。。。
2018-10-4,COOLAND275,0,璧山,3,4.5,电影语言和制作以及情节加上演员，都挺好。中国版权力与游戏。如果说有人差评，可能是大导演想表达的想法太多太与众不同，想在无处不在的冲突中贯穿诡谲，亲情，不论是夫妻和兄妹，情义，不管是君臣还是主仆，全都被导演毁掉了，最后剩下的居然是真实的背叛。还有个缺点可能是影像整体色调单调灰暗，白加黑，黒加红，全过程下雨，大过节的显得很不喜庆。😂
2018-10-4,zaK101037522,0,黄冈,3,5,非常棒，看完了发现还可以二刷
2018-10-4,_qqdhn1424254871,0,徐州,2,5,老谋子的新电影，邓超演的很好，全局最大的两点就是影和子虞的算计吧😂
2018-10-4,流动的旋律304,0,衡阳,2,5,结局一波三折，故事情节扣人心弦..
2018-10-4,zKm669053450,0,深圳,5,3,睡了一个小时。。
2018-10-4,yyf唷,0,重庆,2,5,还行吧   有点意思
2018-10-4,越洋_,0,邹城,2,5,电影画面走的是中国风，水墨画的感觉泼墨展开，大开大合，传统的中国音乐，在变换中紧扣人心。《影》是一个替身影子为主题，但是这个影子却有血有肉，让故事更加精彩。邓超与孙俪的夫妻档也成为了看点，尤其是邓超为了这个电影暴瘦然后增肥，也是够敬业的。👏🏻👏🏻👏🏻
2018-10-4,景阳,2,宝鸡,2,5,在我看来全程无违和感，真正的中国风。
2018-10-4,墨筱筱,2,启东,2,5,演技大赞，尤其是邓超和郑恺，支持
2018-10-4,xclypeng,2,凉山,3,4.5,动作设计很好 故事扣人心弦 不错👍
2018-10-4,zKG788232766,0,张家港,4,4,后面的剧情转折不错，画面色彩感可以
2018-10-4,susmote.svip,1,武汉,2,4,画面很美。就是剧情不怎么好
2018-10-4,William.H7,1,济南,3,4,又回归到了世纪初的一贯风格上，这才是张艺谋，这才是中国风。
2018-10-4,XkV15153644617,0,潍坊,2,4,浓重的水墨风，美~
2018-10-4,墨色、,0,赣州,2,4,把人性的复杂体现得淋漓尽致.
2018-10-4,雨下不停440,2,乌鲁木齐,2,5,好看，挺有深意的一个电影，会有血腥场面，但是我给好评
2018-10-4,乐而居@周敏,2,中山,3,5,张艺谋式电影终于回归，赞，很值得看！
2018-10-4,nWc891545714,1,西宁,4,3.5,画面的精良，邓超和郑凯的精湛演技是最大的亮点。故事的规模并不大为了凸现人性的阴暗面。关晓彤的角色表现也很到位。你杀我我杀你。
2018-10-4,ttgg520520,2,上海,1,4,看完了电影，感觉还不错，8.5分可以的，情节不错，演员的演技也是不错的。
2018-10-4,mjm752096617,2,无锡,2,5,色调很美，服装超棒
2018-10-4,zbi151185115,0,兰州,3,1.5,麻麻批浪费感情
2018-10-4,eyq864997178,0,重庆,1,2,太过捡漏啦，
2018-10-4,Yrl407208452,0,洛阳,3,5,一直沉浸于水墨风格和古式音乐之中，不错👍👍👍，也为邓超的默默奉献点赞👍👍👍
2018-10-4,shaoshaoz,0,惠阳,4,4.5,不只是回归之作
2018-10-4,cai0704,2,上海,4,3,道理我都懂，但是真的不好看。
2018-10-4,拂槛i,0,达州,2,5,邓超演技炸裂了，前面看不啥懂。看到后面就懂了
2018-10-4,只爱你00,0,昆山,2,5,好看好看好看
2018-10-4,Huang.Chao,0,重庆,3,5,真的好看  演员都没让人失望
2018-10-4,xDFrui,2,上海,2,4.5,恐怖😱效果很好
2018-10-4,dnK502935235,0,武汉,2,5,就是喜欢张艺谋的电影！邓超演技不错！
2018-10-4,訾燕,2,许昌,2,4,看完感觉还可以
2018-10-4,杜ᶜᵃⁿᵒⁿ¼,0,郑州,2,5,故事跌宕起伏，画面极美
2018-10-4,四字以上,0,南昌,2,3,景很美，乐很揪心，人中规中矩，故事情节一般！更像是一场话剧，地上朝堂与地下暗室的权谋之争！
2018-10-4,芝麻福布斯,0,深圳,3,5,不错。不错不错。。。一定要凑够六个字么
2018-10-4,赵小轩轩,2,包头,4,4,就是想看孙俪和邓超一起演戏
2018-10-4,VkF969308340,0,湖州,3,4.5,作为张导演的片子，这部还行
2018-10-4,eYy151503305,2,南充,2,4,跌宕起伏，画面很美
2018-10-4,WGh805529677,0,蒙自市,2,4.5,还可以，就是画面有点黑暗
2018-10-4,Mkm383586624,0,库尔勒,2,4,剧情看得我有点迷茫，到后面才看懂，整体不错吧
2018-10-4,安妮lalala,2,西安,2,2,第一次看电影想睡觉啊。。。是真无聊
2018-10-4,舟顿,2,锦州,3,5,水墨丹青 摇曳魅影
2018-10-4,缘来.圆去,0,无锡,2,4,还可以，典型的张艺谋拍片
2018-10-4,llZ540865605,1,郑州,3,5,不错 不错 不错
2018-10-4,UdI181839234,2,上海,3,3.5,节奏有点慢。
2018-10-4,夏日游风,1,大丰,1,3,一般，情节全部猜中，画面还行吧，张艺谋还是做大型晚会比较好，拍电影真不咋地
2018-10-4,冉清涵,2,西安,3,4.5,好看，有种想让人继续看下的冲动，琴瑟合奏燃到爆炸，吹一波
2018-10-4,陈钰2015,0,江阴,4,5,风格不变不错👍
2018-10-4,ZWv257412563,0,佛山,2,4,流畅，不会太出戏。黑白的大背景能给人层次感，并不单调。水墨如斯，大体吻合剧情。演员演技基本在线，邓超分饰两角真的有两个不同人的感觉，真不赖！不要太计较故事的合理性就好，毕竟架空了。
2018-10-4,uHa433137478,0,濮阳,2,5,"看完电影，我受到了洗礼，自己不知不觉沉静了下来，整部电影从采光到服饰再到演员们的一举一动都映射出了台前幕后的匠心精神。这是一部有内涵的电影人物刻画深刻，反转较多，剧情跌宕起伏，有看味，让我们看到了演员的不同面，，，太多太多的好，视觉上整体大气不繁杂。
真正是宣扬爱国主义的水墨丹青系作品，没有玄幻剧的飞行特效，挥刀走步都耐人寻味，说句题外话——连血觉着隔着屏幕都能闻见血腥味，刀伤之痛仿佛痛在我心，真切，实感，张导不会让人失望，为时3年多的筹备，值了！❤❤❤❤❤❤❤💪💪💪💪"
2018-10-4,微尘,1,厦门,1,3.5,"电影的最大特点就是色彩，明明是一部现代电影，感觉像是黑白片（全剧除了黑白色，只剩下血的颜色😂），这种独特的艺术效果还是第一次见，给人的感觉很别致，符合他“影”的效果和动作片的审美，不过有的人可能觉得太单调。
从情节上看，主题鲜明，影子为了主人出生入死，最后终于明白自己真正要的是一个真实的自己，不是扮演他人，守住本心才是最后目标，影子杀了真正的都督，杀了王，自己做了王，做了自己。他的内心世界发生了变化，也开始觊觎权利和地位，他也有属于人本性的欲望，每个人都是这样。"
2018-10-4,wjy931109wjy,2,淮北,3,3.5,还可以。。。
2018-10-4,JXR988114002,2,淮南,2,4.5,我觉得好看。情节其实不丰富，但是基调是我喜欢的，有点权谋，有点阴暗，有点压抑，有有点悲怆。整体调调就挺down的，我同事就说像恐怖惊悚片她受不了。对于喜欢权游的我来说不算什么。
2018-10-4,MTP280517363,1,武义,4,3,看的有点无语。
